id,date,user,pc,url,activity,content
{J1A9-S4VK67YP-4189MUWL},01/02/2010 08:14:39,NSR2539,PC-3893,http://marketwatch.com/Inauguration_of_Barack_Obama/biden/Wncnarfr_onggyrfuvc_Gbfn936628879.jsp,WWW Visit,"Results of the tests on Tosa were subsequently used in the refitting and reconstruction of existing warships. As a result, in June 1924 the navy's gunnery school took possession of the hull and prepared it for testing. An exhaust pipe resembling an extremely small funnel was fitted so that heat could be supplied within the ship. Her hull was finished, and a superstructure deck, bridge deck and conning tower had been fitted, along with a light signal mast directly aft of the second barbette."
{Q2G2-N0QE08BG-9535ZDLL},01/02/2010 11:11:03,AKS3496,PC-3470,http://cvs.com/Galaxy_Science_Fiction/baen/BkltraIntenag_Fgbel400991686.aspx,WWW Visit,"Also, over half of the game's story was cut due to capacity and development time constraints. Rosencrantz reveals that the city is the Gran Grimoire and its power lies at the city center: the Grand Cathedral. Molecular dioxygen, {chem|O|2}, is essential for cellular respiration in all aerobic organisms. At even higher low earth orbit altitudes atomic oxygen is a significant presence and a cause of erosion for spacecraft."
{B2U2-C5YJ44QT-0899SLJM},01/02/2010 10:56:59,URC2874,PC-9516,http://kbb.com/Chester_A_Arthur/malvina/Nyserq_Ehffry_JnyynprZnelynaq_naq_Ivetvavn_Evsyr_Ertvzrag1285564780.html,WWW Visit,"Bates was only 19 years old, but had already published a paper on beetles in the journal Zoologist. The New York Times called him ""the last of the giants belonging to that wonderful group of intellectuals that included, among others, Darwin, Huxley, Spencer, Lyell, and Owen, whose daring investigations revolutionised and evolutionised the thought of the century."" Rawlings' force therefore now consisted of almost all Marylanders and was variously identified as the ""Maryland Corps,"" ""Maryland Rifle Corps,"" and ""Maryland Independent Corps"" during its service on the western frontier. Change in command of the regiment occurred for the third time in late 1780."
{H7K8-K8YM79DV-6506FBIP},01/03/2010 08:16:54,IKC1205,PC-8568,http://barnesandnoble.com/Shrine_of_Remembrance/monash/Pbzrg_UnyrObccYrguoevqtr937055967.php,WWW Visit,"Such polarization is the result of solar radiation getting scattered by the dust particles in the coma of the comet and depends on the nature of the grains. The discovery was announced in International Astronomical Union circular 6187. In 1896, local collieries were the largest coal producers in the Northwest Territories, with production peaking during World War I. After the war, increasing oil and natural gas production gradually replaced coal production, and the last mine in Lethbridge closed in 1957. Chinook Health oversees facilities in southwestern Alberta, such as the Chinook Regional Hospital and St. Michael's Health Centre."
{A4B4-J9GC95NV-4012IZXO},01/03/2010 09:00:33,RHO0678,PC-9728,http://tvguide.com/Arthur_Percival/yamashita/Pncgher_bs_Sbeg_Gvpbaqrebtn1728632198.jsp,WWW Visit,"It appears likely that, having failed on May 10, the attempt was repeated the next day with success, as reported in Warner's memoir. Published several years later (see Further reading), the memoir fails to mention Arnold at all. After the war began with the Battles of Lexington and Concord on April 19, 1775, the British General Thomas Gage realized the fort would require fortification, and several colonists had the idea of capturing the fort. Allen was elected colonel, with Easton and Seth Warner as his lieutenants. Brown had notified the Massachusetts Committee of Safety in March of his opinion that Ticonderoga ""must be seized as soon as possible should hostilities be committed by the King's Troops."""
{E9I2-H3JT08DD-1143FUGF},01/02/2010 15:29:57,TGH3351,PC-0681,http://topix.com/Harmon_Killebrew/rbis/Ntnevphf_qrfregvpbynJngpuzra65035289.asp,WWW Visit,"The species was first described scientifically as Secotium texense by Miles Joseph Berkeley and Moses Ashley Curtis in 1873, based on specimens sent to them from western Texas. Molecular analysis based on the sequences of the partial large subunit of ribosomal DNA and of the internal transcribed spacers shows that A. deserticola is closely related to but distinct from A. aridicola. It would be, perhaps, interesting to see how we got to the conclusion."" In a 1986 interview, Moore said, ""What I'd like to explore is the areas that comics succeed in where no other media is capable of operating"", and emphasized this by stressing the differences between comics and film."
{L7R7-D3GM47EX-2438FVCS},01/02/2010 12:20:15,DNS1758,PC-1055,http://amazon.com/Orion_mythology/hyrieus/Cerzvre_Yrnthr1855765753.htm,WWW Visit,"Setanta also hold rights to a live 3 pm match solely for Irish viewers. The money from television rights has been vital in helping to create excellence both on and off the field. This proposal was rejected in a vote at a UEFA Strategy Council meeting. At the close of the 1991 season, a proposal for the establishment of a new league was tabled that would bring more money into the game overall."
{P3D4-F1QL44II-5698YURW},01/02/2010 18:36:06,BCC2536,PC-0256,http://torrentz.eu/Justus/eadbald/Pnebhfry_zhfvpnyXneangnxn222217918.jsp/OE4ZQI13.doc,WWW Download,"D0-CF-11-E0-A1-B1-1A-E1 Apparently, Teller managed to also irk his neighbors by playing the piano late in the night. Teller himself refrained from attending the test-he claimed not to feel welcome at the Pacific Proving Grounds-and instead saw its results on a seismograph in the basement of a hall in Berkeley. While Orizaba was in her Ward Line service, American poet Hart Crane leapt to his death from the rear deck of the liner off Florida in April 1932. On July 7th underway for Suez, arriving July 18th."
{H4O6-W6NN93XY-8694QAMK},01/02/2010 13:20:02,LQW1314,PC-3932,http://noaa.gov/Internationalist_album/neala/Eboreg_OnqraCbjryy_1fg_Oneba_OnqraCbjryy325474997.asp,WWW Visit,"During writing, he tested his ideas through a camping trip on Brownsea Island with the local Boys' Brigade and sons of his friends that began on 1 August 1907, which is now seen as the beginning of Scouting. During one of his travels, he came across a large string of wooden beads, worn by the Zulu king Dinizulu, which was later incorporated into the Wood Badge training programme he started after he founded the Scouting Movement. The Bentley house was a gift of her father."
{V2W3-A2YP40KS-6650BWWA},01/03/2010 08:41:07,BCM3794,PC-7608,http://theblaze.com/2010_PapaJohnscom_Bowl/uconn/Pnyiva_PbbyvqtrXuna_Abbavra_Fvatu575139492.htm,WWW Visit,"In the two-volume The Eugenics Wars: The Rise and Fall of Khan Noonien Singh, Khan and his followers are placed aboard the Botany Bay by Gary Seven as part of a deal to stop Khan's machinations on Earth. Khan was favorably received by critics. Coolidge did not believe that personally visiting the region after the floods would accomplish anything, but would be seen only as political grandstanding. Coolidge intended to retire after the 1913 session, as two terms were the norm, but when the President of the State Senate, Levi H. Greenwood, considered running for Lieutenant Governor, Coolidge decided to run again for the Senate in the hopes of being elected as its presiding officer."
{H8R2-V1EI92AW-9884QAGL},01/02/2010 15:29:44,JDM1042,PC-1105,http://usbank.com/Hastings_Ismay_1st_Baron_Ismay/somaliland/FZF_XavtFurrearff1225278183.html,WWW Visit,"In the ensuing melee, the British armored cruiser {HMS|Defence|1907|2} was struck by several heavy caliber shells from the German dreadnoughts. Simultaneously, the British III and IV Light Cruiser Squadrons began a torpedo attack on the German line; while advancing to torpedo range, they smothered Wiesbaden with fire from their main guns. Past pupils of Cheyne Middle School and Minster College with further assistance from Groundwork Medway Swale and the Local Heritage Initiative, researched the funfair, bandstands, Prisoner of the War hut, boating lake and bowling green. The pupils created questionnaires and have interviewed many local residents."
{W0U2-V8WV96AM-5388EFMY},01/03/2010 08:21:27,JDM1042,PC-1105,http://businessinsider.com/Chariot_racing/carceres/Onggyr_bs_Fnib_Vfynaqjrngure252880595.htm,WWW Visit,"Photographer Annie Leibovitz took pictures of Knut that were used for an environmental campaign, including Vanity Fair magazine's May 2007 Green Issue in which he was superimposed into a photograph with American actor Leonardo DiCaprio. Disputes between the two zoos continued into 2009. Because Knut became the focus of worldwide media at a very young age, many stories and false alarms regarding the cub's health and well-being were circulated during his first year. The withdrawal of the fleet left them in a precarious situation, with barely enough supplies, equipment, and food to hold their beachhead. Concerned over the losses to his carrier fighter aircraft strength, anxious about the threat to his carriers from further Japanese air attacks, and worried about his ships' fuel levels, Fletcher announced that he would be withdrawing his carrier task forces on the evening of August 8."
{H3J9-G9OJ36WL-0955GTER},01/02/2010 09:10:56,IWG0058,PC-4074,http://intuit.com/Juan_Davis_Bradburn/anahuac/Tybohyne_pyhfgreJvypb817821207.aspx,WWW Visit,"In November 2003, Wilco traveled to New York City to record their fifth album. The album was met with modest reviews though it would rank thirty-fourth in the Village Voice's 1995 Pazz & Jop critics poll. This differs from the HR diagram of stars near the Sun, which lumps together stars of differing ages and origins. Hence the proportion of metals can be an indication of the age of a star, with older stars typically having a lower metallicity."
{V9T9-M7TJ09SN-1311JXED},01/02/2010 15:10:43,RCH2447,PC-0226,http://cbs.com/Pinguicula_moranensis/orcheosanthus/Gur_Qvfnfgref_bs_Jne1050763803.htm,WWW Visit,"Hughes believes plate 50, Madre infeliz! In 1873, Spanish novelist Antonio de Trueba published the purported reminiscences of Goya's gardener, Isidro, on the genesis of the series. For the most part, Goya's numbering agrees with these other methods. The works were widely acclaimed and were purchased that year by the Tate gallery."
{Z1O8-N4VE67BC-9869GKXI},01/02/2010 12:07:37,JEV3132,PC-7700,http://nydailynews.com/Thurisind/gepids/Neguhe_ZbeevfPerngherf_bs_Vzchyfr575680287.htm,WWW Visit,"She had concealed her illness until his return, fearing that it would distract him from his cricket. The wound often opened while he was batting, forcing him to undergo a minor operation, which sidelined him from some matches in the latter part of the tour. After a match without triple figures, he added 177 against Victoria. Its opening attraction was the premiere of Gilbert's Randall's Thumb, and when that play proved successful, it was no surprise, as the London Echo pointed out, that she followed it with another work by Gilbert. She responds, ""How dare you take such a liberty!"
{S7D2-V5NY15HP-1672VVKA},01/02/2010 08:02:18,GNT0221,PC-6427,http://time.com/Anna_Anderson/melniks/Yneelf_PerrxHFF_Fvobarl_VQ299976877721.php,WWW Visit,"Oriente was launched on 15 August 1917, renamed Siboney on 28 February 1918, delivered to the navy on 8 April, and commissioned the same day, Commander A.T. Graham in command. According to the Statistical Department of the U.S. Navy, Siboney had the shortest average in-port turnaround time out of 37?U.S. Navy transports used during World War I. The ship completed 17?round trips and had an average turn-around time of just under 30 days per trip, almost ten days shorter than the average of 39.8 days. A stretch of Larrys Creek from the water company filtration plant (near the border between Mifflin and Anthony Townships) to {convert|1.0|mi} downstream of the confluence with the First Fork has been designated as approved trout waters by the Pennsylvania Fish and Boat Commission. The valley's first recorded inhabitants were the Susquehannocks, followed by the Lenape and other tribes."
